context,label
-249843965 255123644 -276311449 -31373150 302404920 ,1
-58078 90300 -858 906 -50432 ,1
-370410268 108295017 164515328 -74336799 ,0
-80204520 -14432608 45005989 ,0
-134165 -654534 -45787 942652 -678654 ,0
-711175998 -161783730 -515438974 713448392 242882291 ,0
535235 214767 -402541 86730 -1034191 ,1
1067169 -50298 875236 -760877 -678 ,1
42099005 -49810052 7711047 ,1
78361928 -35351644 -2683225 -40327059 ,1
-21439312 3396541 752572167 -77833144 ,1
-14840 680186 -665346 ,1
-547289 879651 -332362 ,1
-2564 22131 -46100 ,0
16810 -1666 23850 ,0
-9039 43387 -36636 2288 ,1
5062 -8783 6158 -10759 1442 ,0
3941 -1671 -2097 -173 ,1
75691979 -30866144 -44825835 ,1
415874 4666447 -678171 -2817956 1761617 ,0
548703 -48502 -1154008 ,0
-768024245 -81663568 -496253821 758175073 ,0
393 6363 -4592 5644 -7810 ,1
4769847 4877526 -817156 ,0
-694185236 928907173 -234721937 ,1
-6261 7070 -505 1696 ,1
-860364111 -146015806 418532319 ,0
846467 -4263034 -4201644 ,1
115415924 -150057095 -19133891 405970164 ,0
32920 -18817 6544 -39541 -40007 ,1
7110509 -5656872 -1453637 ,1
-23602915 -29603735 39771443 30633928 -24198721 ,1
761833 -4436769 2781584 -34888 -145040 ,0
2777 5943 3662 -1306 -6227 ,0
9250074 -43435481 1334793 -44775128 -82177362 ,0
623 1710 -1990 -343 ,1
553189 -840969 287780 ,1
-5530543 830141 2451402 ,0
1078318435 -691149707 -642064104 711322372 -456426999 ,1
46246520 56683996 -20299595 -82630921 ,1
624 7494 577 2392 -6650 ,0
5666120 -382831 143538 3573173 ,1
643677202 -5416594 640950857 -652667544 ,0
62536 17894 -24186 -464 ,0
250484 -4003008 11426255 -4271255 3968419 ,0
-826590 539046 -11655429 5922529 -4156835 ,0
305902981 393180877 -635126359 -657565121 ,0
73278 -173546 -256071 ,0
-49395174 -211220623 562793644 -302177847 ,1
-78419 38306 14102 ,0
-54374 -24482 57391 1586 24408 ,0
72290804 -102924289 25103995 5529490 ,1
373019 -7943361 890142 6680200 ,1
-365 -4954 -602 9178 ,1
-6090 431 9294 -3635 ,1
-362201167 459603647 -6233888 -784728414 749664823 ,1
-2238664 -62181 -4104365 5099743 ,0
-7418564 -5250485 6924716 8030985 ,0
-51462877 81331244 -48050048 16863585 ,0
-475255 2223 399108 -136076 ,1
-31791319 3234705 -555734 ,1
1020408 -2689868 -1835506 -3609658 10890973 ,0
6377333 -969080 3013383 3576540 -276454 ,1
-7686 -1608 9294 ,1
-8177692 -70642037 78819729 ,1
-4365 8374 -469 42814 ,0
787021 894072 -805569 -793645 -81479 ,1
-5584 1219 -2619 912 -20 ,0
10555 223 -92505 19719 ,1
3169 1472 -1961 -3350 9487 ,0
-2288949 7234811 -4945862 ,1
4622 136 -4758 ,1
1990118 40577505 -43974290 -15504399 ,1
-23350 -55652 -25050 95771 47332 ,0
8853 -260 -2464 1096 ,0
1681201 -6138994 9658509 -1492315 -1602588 ,0
3124 -2131 -93 ,1
-726198035 899601942 -236618903 -262092292 ,0
5629 -3211 -26 -2227 ,1
8884630 -33466459 16273342 ,0
-3578 -1345 1619 1720 -4724 ,0
6412 -5456 -6057 ,0
45342583 -25736906 -5940881 37772623 -51437419 ,1
-507369 -29174 536543 ,1
68206 -42139 9627 -331 24637 ,1
-966838049 489788948 504741555 -208512926 ,0
-6426758 92340 7207582 667049 -351767 ,0
-3205 3867 3302 -3964 ,1
6355878 1303963 -6069178 ,0
756364573 -598406828 -157957745 ,1
-953756 -5700352 6126490 6918899 -6391281 ,1
-863400 -314181 -340153 ,0
-971883777 299191935 224284182 616651456 -511473828 ,0
-43227 -4361 1521 ,0
74128 -142 14867 -80853 ,1
-8308085 -26159980 -90333023 79681584 8376504 ,0
74387 1353 -70068 -10275 -7583 ,1
49352227 -722563 -32126592 ,1
-68556 -78169 -23576 -7349 103671 ,0
-3024 -110 2040 94 ,1
-661515532 189140658 1048448955 ,0
-6937760 -9591651 6989965 19539446 ,1
-2934172 -111956932 5635698 58534122 ,1
54308 -20369 -71474 37535 ,1
601302987 444415260 -285971058 ,0
-1788 -9129 782 ,0
-1669850 4129256 -1772473 -4808123 121190 ,1
112 -4568 2126 378 ,0
4934393 62184 -5297675 -1518 112960 ,1
4952 -5642 8068 -6264 -1114 ,1
-216928873 20532017 196396856 ,1
73665 -7052798 -683858 ,1
-754064 -44722 368034 131597 ,0
808490427 -401171164 -216067715 745597695 ,0
-84319 705938 -428034 -441407 ,0
-528724 1255420 -475683 254664 ,0
9203 -880 -2141 -4257 -1925 ,1
8586464 -2361834 56014 -7167048 ,0
-79440 9857 -4066 ,0
-167195 -168484 335679 ,1
-5964844 -34167976 55797904 38038518 ,1
-84594 376730 49750 ,0
-92282 4355523 8033757 -4581603 -715395 ,1
72114 -72426 8885 ,0
-236816 458094 313556 -322081 -212753 ,1
69943 293431 -774 -92602 929625 ,0
31547 -9490 64889 ,0
-332588983 -48369523 761913898 -380955392 ,1
-8781 897 9638 -2816 ,0
-7207858 6395153 -27415109 78329363 ,0
2826 -9018 6192 ,1
-82815558 31397693 51417865 ,1
-398436 -105472 50390 ,1
1200500 12181880 -4186889 ,1
13884 -8630 -5254 ,1
-361401429 -679924833 807668910 233657352 ,1
-393089743 348497012 -6507833 ,0
-11599 -45961 -229 59789 ,1
-20211 -7866 23540 ,0
-4037 1988 -2643 -2937 ,0
-142177 646789 -387237 -98048 -19327 ,1
311033 10149485 -2531086 -48807 -5848010 ,1
-4929 -24773 -7837 81902 ,1
8123 -1691 -5187 -248 ,1
3231 -1471 -1767 ,1
-187 7257 -95 2691 6447 ,0
8758 -688740 -8748 -365897 ,0
-32867573 42687426 48605866 -58425719 ,1
-6780827 4858625 3074359 -7321046 6168889 ,1
66347907 -90758392 -64687285 47481315 ,0
-25531773 -951130228 -5405648 890354476 ,0
41603 -92921 -614788 ,0
1460 -10 -1450 ,1
-1752919 -1003640 21634 -2338660 1173585 ,1
-440091 3117985 -516023 3127425 ,0
-76637920 141550011 -141181694 522437284 -14460756 ,0
-672 -7295 4929 -888 3926 ,1
-4171916 8232191 -65671 -10954855 ,0
11105 -7434 -6832 -7834 10595 ,1
-7092994 -9943589 -674805 11711388 ,1
33719434 7349967 -36965038 -80254075 ,1
-37032 5161 -3202 75375 ,0
-336099 2885598 -557132 -2079637 -2495487 ,0
6627741 -5052524 -1575217 ,1
-167227 -15641394 -3384221 64005623 ,0
28739 89091 -617830 ,1
-1405 8002 -4392 -2136 -69 ,1
-11123801 57076535 -8655170 ,0
53057267 26793850 -80251117 ,1
10785246 81100464 30084180 -101276388 ,0
-37304 -2036045 -2498557 722858 -2801082 ,0
-51360201 678040135 -136757201 -113137666 ,0
-169 -165 -84 ,0
-345143 -204407 -222845 -174201 ,0
-1575461 -4901839 2326985 -7727955 5426326 ,0
393372195 -219729256 274127702 -447770641 ,1
-892637 675389 1772 ,1
60259 -738817 -27418 763636 ,1
7438882 -3638567 6071681 -9871996 ,1
-561104685 398239414 35477210 391168479 ,0
555 -2712 -8525 5336 729 ,0
638112981 -603197113 -34915868 ,1
12602 -2683 -37227 52523 29394 ,0
-345 4738 -121 ,1
268856290 -353375404 -6033145 ,0
-8204998 -70250 -3659135 5741263 490369 ,0
787752 -296120 265062 -40512 ,0
4955529 -48671641 -1668918 -632539 ,0
4682 4597 -2953 1419 -7745 ,1
-10472109 39627704 43231279 -72386874 ,1
-9090616 -8789434 39922 3756881 7723944 ,1
287954228 -29783518 387793230 ,0
348 -7347 -749 7496 ,1
-14036 -94671 76317 ,0
-479875 -69718 255745 137611 -270150 ,0
-293045 968759 -15538 -202432 ,0
89571573 -91575335 48616355 ,0
47590 -14226 45882 43745 ,0
-74578 952417 470405 278428 ,0
-56816 -34305 7216 ,0
-818543 38518 433354 ,1
-5312851 4045484 1267367 ,1
-842138 959464 -6376553 1984531 827225 ,0
-52119767 -48226378 3853422 72061896 48613000 ,0
334971 104567 -699145 537090 -9580 ,0
613826 -772600 -719077 959571 -1660 ,1
246332 -407848 29069 -25049 -684377 ,0
7586505 -9937086 -973233 72657 4295855 ,0
-51543668 -43643179 42020525 -10200682 119753912 ,0
-18008 -29192 -20411 67651 ,1
910771 -36786 864799 -12644 560 ,0
-388864175 297563982 -499891492 591191685 ,1
-62968611 -80389831 527412408 31557685 ,0
25043 -877664 627228 ,1
45788791 -30243673 -15545118 ,1
-60020509 45669523 -18325685 3267667 ,1
83219 51061 -90723 ,0
48729 -66662 -59080 ,0
-17572294 -11736613 77670226 -51704024 ,0
-366910 549323 -99677 410358 -493024 ,1
-20538230 -3762246 -3361896 -3330980 -45482095 ,0
-6358527 9819852 82540853 ,0
-8276 8096 5180 ,1
10363339 7832195 -23924901 46847247 ,0
-1500394 8137926 673423 -5065228 ,0
-51689505 39741403 41895959 -29947857 ,1
6908309 6193084 -4275718 -4241523 -4584152 ,1
1797 1167 -3725 1450 -689 ,1
-1527008 7323528 -57462792 6289580 -20535066 ,1
317111665 642578406 -959690071 ,1
-28532643 -38125518 67258161 ,1
-6566025 4285600 299629 -305804 ,0
501810 -790062 479582 438429 -13816 ,0
23046811 896883 24470428 90438438 -8397222 ,0
44 -568 -274 ,1
-7861469 774117 120291 ,1
-18348 -3545 829349 -342321 ,1
-517267 -43956 586827 ,0
4783 -272 2780 ,0
-489970 -652356 -575583 934083 -34316 ,0
33421961 -401081 39783868 ,0
757385175 220826959 -570305166 ,0
59077 -4293 -55867 ,0
50203 14006 47569 ,0
-4512501 1458731 3053770 ,1
14710 -88003 73293 ,1
-54937 69796 -874 54355 ,0
-237913 688987 88088 37953 -720068 ,0
-54602325 -1152800 626087 -66544281 ,0
-427635 110420824 -38993189 ,1
-21742819 3467132 -18091702 -23628611 ,1
708953460 -264136688 -444816772 ,1
-4873 5632 -4577 8870 -1258 ,0
-588283425 539484074 13858961 730456404 -995516014 ,1
-4668839 -260505 8330268 1609031 386268 ,0
-178196119 1005054478 -618267202 -691517787 48292663 ,1
-2874751 8313818 -298801 ,0
-3697 -1890 -7129 12716 ,1
-4593820 4053940 -6146307 1131243 5554944 ,1
-12823 664043 -1426418 -201389 ,1
22295329 -7668266 1019601 37057045 61482194 ,0
68581167 -573557665 252985048 -663039573 -6361042 ,0
-2878306 -2102063 985938 ,0
-11752207 47995725 -983226 -35087104 78675848 ,1
-50089579 -770939833 438389054 21735 ,0
678065 875419 -217456 -2144 ,0
-7741760 10285012 -2043252 ,1
42203 -18035 -25 26083 ,1
75066 591228 -67629 ,1
-2894634 2906400 -1402001 14008247 ,1
10308 -63356 30234 -8810 21922 ,0
-3878 -10350 -21122 70259 ,1
970248836 -478357015 -27987550 ,0
938270 -151051 -843470 -774689 835940 ,1
-2678326 -4017445 5080682 1615089 ,1
-63192 379242 704785 -331242 -120862 ,1
-7178870 470708 926156 -2553407 ,1
-5868 4 10059 -4229 ,0
-4830980 16217 -3504152 ,0
-997 -2002 29994 ,1
-19913190 -4437093 -1777765 ,0
191 -5225 -112 5143 ,1
261913 -7159963 1314128 1503452 4080470 ,1
278275 68469 77549 -163667 -876856 ,1
-30349 26668 90064 -31082 ,0
-3676223 -26567067 81380902 ,0
-220952646 459642632 372971198 -611667184 ,1
6258561 5845658 -3613706 -3586895 -4903618 ,1
8224 -6663 -1622 ,0
6102 -7845 36758 ,0
-3073943 -5832679 8906622 ,1
-88183371 -5880675 104064046 ,1
-206650868 580415844 -676638945 302873969 ,1
-3201477 67513842 25173222 -60672294 ,1
-1012694 598088 309362 -6330356 8380394 ,1
4623 -70960 1846 ,0
-50135786 806482016 326760592 -1053106825 ,1
26915510 15548669 -5889272 -16444765 ,0
-9002 4592 981 ,0
4829903 -2141536 -2683387 ,1
10602 8463 -8451 -77393 66779 ,1
36453869 -43487471 7033602 ,1
68827 -6510 14998 ,0
-1376 6051 -1337 -3338 ,1
-1703449 72327402 -36193669 -51402881 ,0
-98984396 -1031525 76758369 32541280 ,1
-168670 378117 -469733 260286 ,1
1062602020 -776963280 -255638740 ,1
-6388269 6441 7146697 -6126796 536198 ,1
-5694 55441 -40961 42462 ,1
538502 -483439 -55063 ,1
-988 -659 377 -2510 4374 ,1
536743 -47422 981008 -91512 435317 ,0
-121037354 -222670465 1013634277 -352126133 ,0
4056344 -3672882 -383462 ,1
-508 -266 -26 414 ,0
9082416 -8189264 11674 -5219711 7536279 ,0
-9498 735 1299 -1552 901 ,1
40153 703849 -68851 476160 -199326 ,0
-381201513 -437869868 48789306 770282075 ,1
57236870 -63389620 615275 ,1
686166 2304594 -227769 -2762981 ,1
74567 -71648 52034 -7330 -17623 ,1
-3684540 -151118 5346967 -160858 ,0
564826127 434612687 -815984513 34546959 ,0
5893 -3515 -2678 ,1
965292 105496 -906337 -3164451 ,1
821278 417819 -456950 -782147 ,1
-5298 293 4129 -2946 ,0
-2013 4472 -2459 ,1
-892609 -508242 815384 184578 ,0
-2471470 5692353 -6224474 8403221 -7304588 ,0
70819931 -2412652 61840146 ,0
-83467 45208 43720 ,0
245671 9866892 -84541797 -75419810 69849044 ,1
3451694 -8582982 -2381886 6493929 5944973 ,0
7131768 -8029442 -805631 9132055 -78068 ,1
1173 -17217 58968 52882 -95806 ,1
254613163 -8368997 697836922 -506598610 ,0
-379 -506 9300 ,1
-5340 -5081 7905 4798 ,0
968562813 -613835134 -354727679 ,1
-1715 5780 -4065 ,1
-891373 391358 500020 ,1
-28261 -4939 75762 -42562 ,1
4575 -3194 -608 ,0
-51830537 62949955 -11117418 ,1
30227 -3839 -23169 41182 25171 ,0
-208834700 -50306836 242345767 ,0
2353 -8322 -487 -183 10466 ,0
-1072 -2615 9892 3632 ,0
1694727 -3074883 -1835036 32151 ,1
862156 851848 -4321999 -358523 -3197650 ,0
45915757 -34151500 -13568356 ,0
323169351 -40155433 -258114347 -24899571 ,1
-6955 4569 -25 ,0
73256453 396020655 -247977944 353447847 -60570689 ,0
-93058336 41340311 64457221 ,0
29329380 -53161794 -45006262 -15987799 104526978 ,0
5127317 34263 -3385542 -6219256 -3064848 ,0
-420030 -644498 74413 -181323 550774 ,0
-42635 51406 -4706 -14469 26501 ,0
392 -7699 -336 4205 ,0
55841 -62601 29711 -1624 -21327 ,1
-36988 -23284 -22062 1065241 ,0
3540 -34287 34953 5603 -6775 ,0
-186220 714411 -528191 ,1
88844 -8166 -3013 58345 -53493 ,0
-4883724 -30384449 -6756093 72765592 ,0
-38745009 86667261 22221625 -3005611 -43926601 ,0
-73379089 37043110 -58243660 -6828209 ,0
-682858 -160031 740038 11416 91435 ,1
11336157 89250730 -22048300 -55057723 -44445756 ,0
176962 170279 -1149109 -323308 ,1
6508 2685 -4766 -395 -32 ,1
78713460 -52070359 -39938685 -48358518 ,0
45897368 -34616430 -70625695 5934475 ,1
85431 -44328 -41103 ,1
-17873880 5741574 -5861754 ,0
82339 -34681 -47658 ,1
-54111592 453893776 -60560910 ,0
-354148086 804241014 -450092928 ,1
-47269253 -246610458 -318736812 6184143 831855665 ,1
4883674 -561011 -8084747 ,0
-5155963 -105763399 297920701 ,0
-819286017 508421813 310864204 ,1
-1951 -4869 814 ,1
-7077282 4131774 -3643341 8672128 ,0
-2161770 -6074128 8235898 ,1
-2865867 8380916 -13677 -1623959 -5995945 ,0
-41064 -69248 -72432 101602 81142 ,1
187576770 -566898694 -12940170 -36600437 ,0
-605511 623969 -423168 494023 248667 ,0
1173 -13268 12095 ,1
4536 -1932 -2904 ,1
-5890 -420 7983 ,0
-190 -10065 11971 ,1
454144482 215071694 -430700392 -658318470 ,0
-4153 -1091 244 ,1
90882060 -74576096 -351716144 -512881985 520520500 ,0
-7685352 -66199 7279305 318170 -2709363 ,1
92524508 -3280907 8519632 -23750143 ,0
-10123 -75653 11762 35410 90241 ,0
4279112 -95573762 89001271 -6917813 64379827 ,0
-60713861 -85343457 807563240 ,0
-609024 266750 342274 ,1
-234087 307978 -73891 ,1
-15068 -71829 -60633 109683 -74680 ,0
556 -4811 -1097 -1408 6760 ,1
-617 -6306 817 -3141 -650 ,0
-4999 7924 42074 ,1
49770984 -732368397 -17402587 ,1
-422561 359091 170623 -7153 ,1
594719860 -278411816 -316308044 ,1
610743 -437357 825330 ,0
6318 -7352 8672 ,0
135909 -327137 -52699 -504945 ,1
678766 -49758 -329008 ,1
6955962 -4734701 -3158222 ,0
-8 -1401 2069 ,1
9124 -63 -934 -6127 ,1
-3650 4792 2436 3272 -6850 ,1
-44684 29276 -63576 ,0
-5575474 -196608 1064713 9564945 ,0
3066 -1695 -1371 ,1
-53586873 15604928 -4371920 45813270 ,0
-231147 -2371114 942728 -3526296 5585829 ,1
14800 -41285 26485 ,1
-21486659 -11151086 85932260 -62211401 ,0
-77785739 -674248206 1985652 32466330 499711088 ,1
88268 -26161 76123 -5782 ,0
-1565 9978 -4773 ,0
-105129153 -508806078 -379341053 247335009 745941275 ,1
71831 -104443 3261 ,1
-49613005 -280841295 52411298 674430253 303612749 ,1
63382167 -83977328 -66013686 60353911 -23368130 ,0
-56554 33949 22605 ,1
-1727344 974677 23703 -5610644 ,1
11778873 -76357114 -57915932 70163188 -7294697 ,0
-21916 -192447 -350998 65361 ,1
-880309241 -779841418 920346014 -43918845 783723490 ,1
-6638 -43555 50193 ,1
-226605314 -48504075 107982627 934111050 ,0
-526267925 576683357 -381157394 57734924 ,0
5495590 4311269 -88957 -4137090 -2034317 ,0
88065028 -26557069 -71325990 67322223 ,0
-6686826 7487052 2361552 ,0
-181784 8992216 -5748477 -588154 4614138 ,0
-46909 -1622 112907 -38271 56105 ,0
-662461976 469115677 51677882 173952632 -32284215 ,1
-746 5525 -9546 4432 7057 ,1
-443075920 -712458157 358863676 796670401 ,1
-258737 -348573 607311 ,1
-33454 29587 -48733 -672 59320 ,1
-25619132 -51428377 -10033700 7081209 ,1
29584 -29599 -71526 71541 ,1
2170 3297 -1854 -3613 ,1
-774 -209 -3764 ,0
-1579519 3560400 -119995 ,0
9795 -713 -51713 ,0
5037 492 2336 -359 -7506 ,1
-3040 -69034 -162576 ,0
-2674 -4657 -7106 3884 ,0
-467649813 -66337289 729660801 307322301 ,1
-166233 -4318168 789931 -2109811 7499529 ,0
4321169 4981523 -930269 ,1
-173807 83488 213276 -152957 ,1
-8816 1981 -73165 ,1
-1025191775 62626812 544331957 -338073558 ,0
622619756 -234266727 531425189 323816054 -460388924 ,0
948304493 42583275 -281166001 -339478818 -370242949 ,1
-705208 68835 736785 -557657 -242755 ,1
-2389 -414 663 -69 ,0
605936 -63147029 -12705366 ,0
52280199 2392439 -4760286 -9912352 ,1
599 -5183 446 13 ,1
-3021 3978 3580 -4777 ,1
572141 -777086 -75003 382 276127 ,1
-1398065 2732837 3767789 ,0
785 868 -27681 -70972 ,1
731834418 544354269 -994157710 49128066 ,0
45644 -49167 25306 -70 18287 ,1
-2703 1354 -162 ,0
725214 -932053 -891946 786326 ,0
6251459 -479571 -2662768 1605413 ,0
-58327018 80832613 48505465 -70981060 ,1
-186957 8545531 1224281 -6129796 ,0
-28540296 53555438 42497037 -91166335 3854156 ,1
321195 -1709831 1388696 ,1
-196277 -672610 -440007 474961 440845 ,0
-273181 471967 195776 -394562 ,1
-4524142 -410737 -517221 9148734 ,1
-193400 65141 -147301 ,0
-2189701 -8326636 34508693 66007639 ,1
-487563449 -290709107 99563187 678709369 ,1
7406 -773 1296 -336 -323 ,0
275970 173825 -128943 -192397 ,0
-8847 20547 32165 35761 ,1
2628739 3678737 -7635369 -672952 -3999155 ,1
-30027 75625 -75376 -76416 38835 ,0
-58281 475034 -17385 ,0
-607752613 -6517107 524027559 204391943 ,0
-3496 -5498 -3292 12236 ,1
284278 -108210 -28860 -147208 ,1
-301 -7781 2105 5977 ,1
-97249 53660 -33640 ,0
5534 56115 -4541 62687 -64531 ,0
71147189 -8450166 -57907327 71261801 ,1
361 47235 -42384 ,0
-1990 955 -2500 ,0
-618 919 -1393 ,0
-76026 -178 -227327 -448684 51046 ,0
-291656071 903000349 -280191889 -31152389 ,1
-275507 -95839 404497 53618 ,0
25660116 8077643 -7746070 4004311 ,1
928076 -461597 -466479 ,1
-588 -4471 6059 ,1
-21209 -52336 124705 -959 -50201 ,1
5560 -10991 42159 -61126 -3565 ,1
762036 -588509 -807305 78574 ,0
280 -3155 2166 ,0
-94 460 7445 -6783 -4986 ,0
-682 -2141 12167 87 -4009 ,1
8286 -68676 92833 -22862 ,0
-306049489 387177280 -81127791 ,1
5852 -1712 -140 ,1
1069509626 -860014055 -152909146 -657343952 559956336 ,0
155263 -365297 809129 -599095 ,1
-284738 53559755 -75054597 -42961603 5474118 ,1
-2075496 -777397 2592101 ,0
35519916 47909687 35633213 -32837021 ,0
-106163744 14976999 -275588704 603352739 ,0
606097079 -595254009 41991102 ,0
86897378 -3403172 -50067470 -2798182 ,1
76151472 68271166 -5211157 -700314275 ,0
-4456 -38297 46754 ,1
-585638404 261253124 525448860 248219009 ,0
20506873 101629623 -56243280 ,0
-4767897 2065216 2702681 ,1
-199331 429036 11530 -644950 299938 ,1
-30691029 350649298 -43739005 ,1
38520885 3958613 323148 -82802646 ,1
6237221 -5388429 53766 -6225429 ,1
23196685 23718482 200127 -31480406 29024645 ,0
4253 -232 1825 -1530 2000 ,0
-4861 9551 2680 -1177 -6193 ,1
-11090 284 -3203 720 7172 ,0
79782 -67708 -29568 -3747 62401 ,0
-67154089 -5450482 36150505 36354066 ,1
114569 -36031 -63169 -25766 80739 ,0
-79783 84735 80948 -75341 20283 ,0
6905194 7128076 -6573828 ,0
8895490 2136551 48758538 -74838579 ,0
-5736840 3167730 2569110 ,1
-65735860 51326339 73284797 ,0
-269745 -262802 1004 ,0
114090755 -36759639 194705550 -51504061 -150319739 ,0
-2413978 5807230 -3393252 ,1
-260095974 -3207836 293303810 ,1
1998 -129 2636 -3304 ,0
-45942 7788 -526 -31921 60503 ,1
2437727 -297716876 -214722974 710832978 -222770399 ,1
4469 830 -5299 ,1
1374 71831 -73205 ,1
13001345 17082331 5224665 -48435575 -19620306 ,0
6934801 27272405 2727872 59423231 ,0
48540832 -10048884 66912736 -46529016 -58875668 ,1
-75308 -142608 22491 ,1
-3729650 177628 7758724 -5805354 ,1
-6522394 9617819 -3095425 ,1
-34833422 29848251 -8875940 -8246081 42107192 ,1
-501098 56109 592221 -137232 ,1
-1794 -253 -4465 10521 ,0
7258 30 -9 -1261 ,0
-141665 -486750 679144 39245 40530 ,0
-79047 8529 -120 -51134 -45853 ,0
-153 2606 7220 1101 ,0
-423271 464136 -840325 799663 -198 ,1
857615218 -158093078 -883982062 -192255992 376715894 ,1
-3965 8042 -4077 ,1
-586082 -977467 494441 -198523 771607 ,0
-4270 -2362 -4802 10168 1266 ,1
-348533316 448336049 -9802733 ,1
-4900 6779 9095 -5596 -5378 ,1
6181034 -2302395 -10737730 859091 ,1
766553 -406566 -605652 856164 ,0
2622078 -9365184 951 13927 ,0
-819999 526546 -217663 -94896 -494370 ,0
-5500 33211 10916 -15477 54850 ,1
-98 -158 6638 -149 ,0
-15 -216 -1541 5273 4830 ,0
-296078 496226 -639226 1155414 ,0
19544675 -325796709 282861651 ,0
2356367 2397513 6033648 -4031120 519453 ,0
94827413 676914798 762951786 -376919753 -698029263 ,0
545540 -911915 -33014 ,0
347726 471050 -884281 65505 ,1
59366949 -156886899 50966045 -252196279 ,0
682154872 468266309 -619031714 -2693888 ,0
-71949 -48625 42030 -29073 109617 ,1
89049694 -375883485 -245240931 ,0
93982048 -59037693 -9647411 -55871186 25570242 ,1
14182370 72201054 -25799396 ,0
415772 1056657 -4401505 -5904995 -675848 ,1
7630 -54 -3266 1126 ,1
-812654 511333 209423 50761 -15886 ,1
51349 -35839 28802 ,0
42876064 -15991864 44414894 -19595963 -51703131 ,1
-56736957 -21440482 56703617 2147382 ,1
2327967 305549 -6666175 -2726058 8466652 ,0
-538890 9853722 -8222048 3757228 ,1
-36323 43655 13447 ,0
66459 -33996 -34337 8626 -6752 ,1
-517 -9053 11588 ,0
88 -6150 7898 -2536 ,1
-581848105 974304929 -392456824 ,1
-31839233 51747382 14920834 52927182 -87756165 ,1
277793273 -493444034 -172700196 388672205 299678752 ,1
-80523 52268 787781 ,0
32891 -7982 -35178 60269 ,1
4480617 562185 -9235461 3196548 -61195 ,0
-1146266 426443 413651 -91148 597320 ,1
2769682 -2780793 6626159 -3561238 -3053810 ,1
69983043 63588714 -48278122 34465421 -11985905 ,1
-63157763 -3527384 52849536 975498 -15713110 ,0
399245 -267540 -570607 ,0
